dag_id,num_A_fi_gj,num_A_fj_gi,num_X_fi,num_X_fj,num_2D_arrays,num_1D_arrays,par_i,par_j,problem_size,num_nodes,num_edges,avg_degree,num_roots,num_leaves,depth,num_true_deps,num_anti_deps,num_output_deps,density
1500,13,0,12,5,13,17,1,0,1024,10,20,4.0,3,1,6,5,8,7,0.2222222222222222
1501,18,0,6,3,18,9,1,0,1024,9,18,4.0,3,1,5,7,5,6,0.25
1502,9,0,11,4,9,15,1,0,1024,8,16,4.0,2,1,6,7,3,6,0.2857142857142857
1503,8,0,6,4,8,10,1,0,1024,6,12,4.0,1,1,5,3,3,6,0.4
1504,11,0,9,4,11,13,1,0,1024,8,16,4.0,1,1,6,7,2,7,0.2857142857142857
1505,5,0,7,6,5,13,1,0,1024,6,12,4.0,1,1,6,5,1,6,0.4
1506,9,0,4,5,9,9,1,0,1024,6,12,4.0,2,1,5,1,6,5,0.4
1507,13,0,13,4,13,17,1,0,1024,10,20,4.0,2,1,5,6,6,8,0.2222222222222222
1508,10,0,11,6,10,17,1,0,1024,9,18,4.0,4,1,6,6,7,5,0.25
1509,12,0,9,3,12,12,1,0,1024,8,16,4.0,1,1,6,8,4,4,0.2857142857142857
1510,6,0,9,3,6,12,1,0,1024,6,12,4.0,2,1,5,4,5,3,0.4
1511,15,0,9,3,15,12,1,0,1024,9,18,4.0,3,1,7,4,7,7,0.25
1512,12,0,2,4,12,6,1,0,1024,6,12,4.0,1,1,6,2,4,6,0.4
1513,10,0,11,3,10,14,1,0,1024,8,16,4.0,2,1,7,7,5,4,0.2857142857142857
1514,16,0,8,3,16,11,1,0,1024,9,18,4.0,3,2,6,8,5,5,0.25
1515,14,0,8,2,14,10,1,0,1024,8,16,4.0,2,1,6,5,5,6,0.2857142857142857
1516,15,0,6,0,15,6,1,0,1024,7,14,4.0,2,1,6,4,5,5,0.3333333333333333
1517,14,0,8,5,14,13,1,0,1024,9,18,4.0,4,1,6,4,4,10,0.25
1518,7,0,11,3,7,14,1,0,1024,7,14,4.0,1,1,5,3,6,5,0.3333333333333333
1519,13,0,7,7,13,14,1,0,1024,9,18,4.0,1,1,7,4,6,8,0.25
1520,11,0,4,3,11,7,1,0,1024,6,12,4.0,1,1,6,6,3,3,0.4
1521,4,0,9,5,4,14,1,0,1024,6,12,4.0,1,1,6,4,5,3,0.4
1522,12,0,11,4,12,15,1,0,1024,9,18,4.0,4,1,6,7,5,6,0.25
1523,8,0,7,3,8,10,1,0,1024,6,12,4.0,1,1,6,6,4,2,0.4
1524,8,0,12,1,8,13,1,0,1024,7,14,4.0,1,1,5,5,7,2,0.3333333333333333
1525,8,0,10,6,8,16,1,0,1024,8,16,4.0,1,1,6,3,7,6,0.2857142857142857
1526,9,0,7,2,9,9,1,0,1024,6,12,4.0,1,1,6,6,2,4,0.4
1527,10,0,11,3,10,14,1,0,1024,8,16,4.0,2,1,6,6,2,8,0.2857142857142857
1528,10,0,3,5,10,8,1,0,1024,6,12,4.0,1,1,5,4,2,6,0.4
1529,10,0,6,8,10,14,1,0,1024,8,16,4.0,1,1,6,3,7,6,0.2857142857142857
1530,12,0,9,3,12,12,1,0,1024,8,16,4.0,2,1,7,6,8,2,0.2857142857142857
1531,13,0,8,3,13,11,1,0,1024,8,16,4.0,2,1,7,5,6,5,0.2857142857142857
1532,14,0,9,4,14,13,1,0,1024,9,18,4.0,3,1,7,6,8,4,0.25
1533,14,0,9,4,14,13,1,0,1024,9,18,4.0,2,1,6,9,5,4,0.25
1534,14,0,9,4,14,13,1,0,1024,9,18,4.0,1,2,7,5,6,7,0.25
1535,14,0,9,7,14,16,1,0,1024,10,20,4.0,3,2,6,4,7,9,0.2222222222222222
1536,12,0,6,3,12,9,1,0,1024,7,14,4.0,3,1,5,2,5,7,0.3333333333333333
1537,12,0,12,3,12,15,1,0,1024,9,18,4.0,2,2,5,5,8,5,0.25
1538,11,0,5,5,11,10,1,0,1024,7,14,4.0,2,1,5,7,3,4,0.3333333333333333
1539,21,0,7,2,21,9,1,0,1024,10,20,4.0,3,1,6,10,6,4,0.2222222222222222
1540,11,0,14,5,11,19,1,0,1024,10,20,4.0,1,1,7,7,7,6,0.2222222222222222
1541,8,0,13,6,8,19,1,0,1024,9,18,4.0,2,2,7,7,8,3,0.25
1542,11,0,7,3,11,10,1,0,1024,7,14,4.0,1,1,6,2,6,6,0.3333333333333333
1543,10,0,4,4,10,8,1,0,1024,6,12,4.0,2,1,5,6,2,4,0.4
1544,17,0,9,4,17,13,1,0,1024,10,20,4.0,2,1,8,6,5,9,0.2222222222222222
1545,14,0,10,3,14,13,1,0,1024,9,18,4.0,3,1,5,4,7,7,0.25
1546,9,0,8,4,9,12,1,0,1024,7,14,4.0,1,2,6,7,5,2,0.3333333333333333
1547,11,0,8,5,11,13,1,0,1024,8,16,4.0,2,1,6,4,4,8,0.2857142857142857
1548,13,0,7,4,13,11,1,0,1024,8,16,4.0,2,1,6,5,4,7,0.2857142857142857
1549,10,0,4,4,10,8,1,0,1024,6,12,4.0,1,1,6,3,5,4,0.4
1550,5,0,9,4,5,13,1,0,1024,6,12,4.0,1,1,5,1,4,7,0.4
1551,13,0,8,3,13,11,1,0,1024,8,16,4.0,1,1,6,7,8,1,0.2857142857142857
1552,12,0,6,6,12,12,1,0,1024,8,16,4.0,2,1,6,5,7,4,0.2857142857142857
1553,10,0,5,3,10,8,1,0,1024,6,12,4.0,2,1,5,4,3,5,0.4
1554,16,0,4,4,16,8,1,0,1024,8,16,4.0,1,1,7,7,5,4,0.2857142857142857
1555,10,0,14,3,10,17,1,0,1024,9,18,4.0,2,2,6,8,6,4,0.25
1556,15,0,8,7,15,15,1,0,1024,10,20,4.0,2,1,6,5,8,7,0.2222222222222222
1557,12,0,8,1,12,9,1,0,1024,7,14,4.0,2,1,5,3,7,4,0.3333333333333333
1558,15,0,9,3,15,12,1,0,1024,9,18,4.0,2,2,6,5,7,6,0.25
1559,16,0,10,4,16,14,1,0,1024,10,20,4.0,3,1,6,9,8,3,0.2222222222222222
1560,8,0,3,7,8,10,1,0,1024,6,12,4.0,1,1,6,3,2,7,0.4
1561,10,0,10,7,10,17,1,0,1024,9,18,4.0,1,1,9,2,11,5,0.25
1562,12,0,7,2,12,9,1,0,1024,7,14,4.0,1,1,7,6,6,2,0.3333333333333333
1563,13,0,7,4,13,11,1,0,1024,8,16,4.0,3,1,6,4,4,8,0.2857142857142857
1564,11,0,9,4,11,13,1,0,1024,8,16,4.0,3,1,5,2,6,8,0.2857142857142857
1565,9,0,8,4,9,12,1,0,1024,7,14,4.0,2,1,6,3,2,9,0.3333333333333333
1566,10,0,5,6,10,11,1,0,1024,7,14,4.0,2,1,6,7,2,5,0.3333333333333333
1567,14,0,7,9,14,16,1,0,1024,10,20,4.0,2,2,7,6,8,6,0.2222222222222222
1568,16,0,6,8,16,14,1,0,1024,10,20,4.0,3,2,5,10,2,8,0.2222222222222222
1569,7,0,11,6,7,17,1,0,1024,8,16,4.0,1,1,6,7,4,5,0.2857142857142857
1570,8,0,8,8,8,16,1,0,1024,8,16,4.0,2,1,6,1,9,6,0.2857142857142857
1571,19,0,5,6,19,11,1,0,1024,10,20,4.0,2,1,6,9,7,4,0.2222222222222222
1572,9,0,10,5,9,15,1,0,1024,8,16,4.0,1,1,7,7,4,5,0.2857142857142857
1573,8,0,8,2,8,10,1,0,1024,6,12,4.0,1,1,5,6,4,2,0.4
1574,9,0,18,3,9,21,1,0,1024,10,20,4.0,1,1,9,9,5,6,0.2222222222222222
1575,11,0,10,3,11,13,1,0,1024,8,16,4.0,2,1,6,7,5,4,0.2857142857142857
1576,12,0,11,4,12,15,1,0,1024,9,18,4.0,1,1,6,8,5,5,0.25
1577,13,0,13,4,13,17,1,0,1024,10,20,4.0,3,1,6,5,6,9,0.2222222222222222
1578,11,0,9,4,11,13,1,0,1024,8,16,4.0,3,1,5,6,4,6,0.2857142857142857
1579,17,0,6,4,17,10,1,0,1024,9,18,4.0,2,1,6,3,7,8,0.25
1580,10,0,7,7,10,14,1,0,1024,8,16,4.0,2,1,6,7,3,6,0.2857142857142857
1581,14,0,6,1,14,7,1,0,1024,7,14,4.0,1,1,7,3,5,6,0.3333333333333333
1582,13,0,7,4,13,11,1,0,1024,8,16,4.0,1,1,5,5,3,8,0.2857142857142857
1583,9,0,7,5,9,12,1,0,1024,7,14,4.0,1,1,5,5,4,5,0.3333333333333333
1584,12,0,11,1,12,12,1,0,1024,8,16,4.0,2,1,6,7,4,5,0.2857142857142857
1585,11,0,7,6,11,13,1,0,1024,8,16,4.0,4,1,5,7,2,7,0.2857142857142857
1586,12,0,4,5,12,9,1,0,1024,7,14,4.0,1,1,5,7,3,4,0.3333333333333333
1587,13,0,6,8,13,14,1,0,1024,9,18,4.0,2,1,7,9,3,6,0.25
1588,13,0,11,6,13,17,1,0,1024,10,20,4.0,2,1,8,6,8,6,0.2222222222222222
1589,9,0,7,5,9,12,1,0,1024,7,14,4.0,2,1,6,7,0,7,0.3333333333333333
1590,12,0,10,5,12,15,1,0,1024,9,18,4.0,3,1,6,4,8,6,0.25
1591,14,0,10,6,14,16,1,0,1024,10,20,4.0,2,1,8,6,7,7,0.2222222222222222
1592,13,0,9,5,13,14,1,0,1024,9,18,4.0,2,1,6,8,3,7,0.25
1593,12,0,5,4,12,9,1,0,1024,7,14,4.0,1,1,6,6,3,5,0.3333333333333333
1594,15,0,8,4,15,12,1,0,1024,9,18,4.0,4,1,5,10,3,5,0.25
1595,13,0,7,7,13,14,1,0,1024,9,18,4.0,3,1,5,8,7,3,0.25
1596,11,0,9,4,11,13,1,0,1024,8,16,4.0,2,1,7,9,2,5,0.2857142857142857
1597,16,0,2,6,16,8,1,0,1024,8,16,4.0,2,1,6,6,6,4,0.2857142857142857
1598,17,0,8,5,17,13,1,0,1024,10,20,4.0,4,1,6,8,3,9,0.2222222222222222
1599,10,0,7,4,10,11,1,0,1024,7,14,4.0,1,1,6,4,6,4,0.3333333333333333
1600,12,0,9,6,12,15,1,0,1024,9,18,4.0,4,1,5,6,8,4,0.25
1601,11,0,5,2,11,7,1,0,1024,6,12,4.0,2,1,4,7,2,3,0.4
1602,15,0,9,3,15,12,1,0,1024,9,18,4.0,1,2,7,8,6,4,0.25
1603,15,0,9,6,15,15,1,0,1024,10,20,4.0,4,1,7,11,5,4,0.2222222222222222
1604,9,0,4,5,9,9,1,0,1024,6,12,4.0,1,1,6,5,4,3,0.4
1605,12,0,5,1,12,6,1,0,1024,6,12,4.0,1,1,6,4,3,5,0.4
1606,12,0,5,4,12,9,1,0,1024,7,14,4.0,2,1,6,2,7,5,0.3333333333333333
1607,17,0,6,4,17,10,1,0,1024,9,18,4.0,3,1,5,9,2,7,0.25
1608,10,0,10,4,10,14,1,0,1024,8,16,4.0,3,1,6,5,4,7,0.2857142857142857
1609,7,0,8,6,7,14,1,0,1024,7,14,4.0,2,1,4,5,4,5,0.3333333333333333
1610,8,0,7,6,8,13,1,0,1024,7,14,4.0,2,1,5,4,2,8,0.3333333333333333
1611,8,0,8,5,8,13,1,0,1024,7,14,4.0,1,1,6,3,8,3,0.3333333333333333
1612,14,0,9,1,14,10,1,0,1024,8,16,4.0,1,1,7,8,4,4,0.2857142857142857
1613,13,0,5,6,13,11,1,0,1024,8,16,4.0,3,1,6,5,4,7,0.2857142857142857
1614,12,0,11,4,12,15,1,0,1024,9,18,4.0,2,1,5,6,6,6,0.25
1615,20,0,8,2,20,10,1,0,1024,10,20,4.0,3,1,6,5,7,8,0.2222222222222222
1616,18,0,5,4,18,9,1,0,1024,9,18,4.0,3,1,6,4,8,6,0.25
1617,9,0,9,3,9,12,1,0,1024,7,14,4.0,1,1,7,4,4,6,0.3333333333333333
1618,16,0,9,5,16,14,1,0,1024,10,20,4.0,2,2,7,5,7,8,0.2222222222222222
1619,18,0,7,2,18,9,1,0,1024,9,18,4.0,3,1,6,3,7,8,0.25
1620,13,0,3,2,13,5,1,0,1024,6,12,4.0,1,1,5,3,5,4,0.4
1621,15,0,9,6,15,15,1,0,1024,10,20,4.0,2,1,6,9,8,3,0.2222222222222222
1622,17,0,7,6,17,13,1,0,1024,10,20,4.0,4,1,7,9,6,5,0.2222222222222222
1623,8,0,8,2,8,10,1,0,1024,6,12,4.0,1,1,6,5,5,2,0.4
1624,12,0,9,3,12,12,1,0,1024,8,16,4.0,3,1,5,2,7,7,0.2857142857142857
1625,12,0,15,3,12,18,1,0,1024,10,20,4.0,4,1,6,7,7,6,0.2222222222222222
1626,16,0,10,4,16,14,1,0,1024,10,20,4.0,4,1,5,4,6,10,0.2222222222222222
1627,16,0,8,6,16,14,1,0,1024,10,20,4.0,1,1,8,9,5,6,0.2222222222222222
1628,11,0,12,4,11,16,1,0,1024,9,18,4.0,2,2,7,4,5,9,0.25
1629,9,0,15,6,9,21,1,0,1024,10,20,4.0,4,1,7,4,10,6,0.2222222222222222
1630,19,0,6,5,19,11,1,0,1024,10,20,4.0,3,1,6,4,6,10,0.2222222222222222
1631,11,0,9,4,11,13,1,0,1024,8,16,4.0,3,2,4,3,6,7,0.2857142857142857
1632,13,0,7,4,13,11,1,0,1024,8,16,4.0,2,1,6,6,6,4,0.2857142857142857
1633,11,0,12,4,11,16,1,0,1024,9,18,4.0,3,1,5,6,5,7,0.25
1634,11,0,9,4,11,13,1,0,1024,8,16,4.0,1,1,6,10,3,3,0.2857142857142857
1635,16,0,8,3,16,11,1,0,1024,9,18,4.0,1,1,5,3,4,11,0.25
1636,10,0,9,2,10,11,1,0,1024,7,14,4.0,1,1,7,5,6,3,0.3333333333333333
1637,13,0,13,4,13,17,1,0,1024,10,20,4.0,3,2,6,6,11,3,0.2222222222222222
1638,18,0,6,3,18,9,1,0,1024,9,18,4.0,3,1,5,10,4,4,0.25
1639,9,0,15,3,9,18,1,0,1024,9,18,4.0,3,1,6,8,7,3,0.25
1640,13,0,10,4,13,14,1,0,1024,9,18,4.0,2,1,6,8,3,7,0.25
1641,12,0,8,4,12,12,1,0,1024,8,16,4.0,2,2,5,6,7,3,0.2857142857142857
1642,13,0,3,5,13,8,1,0,1024,7,14,4.0,2,1,5,1,8,5,0.3333333333333333
1643,11,0,6,1,11,7,1,0,1024,6,12,4.0,1,1,6,2,4,6,0.4
1644,13,0,10,7,13,17,1,0,1024,10,20,4.0,2,2,6,11,4,5,0.2222222222222222
1645,8,0,7,3,8,10,1,0,1024,6,12,4.0,2,1,5,7,2,3,0.4
1646,9,0,17,4,9,21,1,0,1024,10,20,4.0,3,1,6,2,9,9,0.2222222222222222
1647,9,0,8,4,9,12,1,0,1024,7,14,4.0,1,1,6,5,6,3,0.3333333333333333
1648,7,0,8,6,7,14,1,0,1024,7,14,4.0,1,1,6,1,3,10,0.3333333333333333
1649,15,0,10,5,15,15,1,0,1024,10,20,4.0,1,2,9,5,7,8,0.2222222222222222
1650,24,0,3,3,24,6,1,0,1024,10,20,4.0,3,1,6,7,6,7,0.2222222222222222
1651,15,0,5,4,15,9,1,0,1024,8,16,4.0,1,1,5,7,5,4,0.2857142857142857
1652,11,0,10,3,11,13,1,0,1024,8,16,4.0,1,1,6,4,4,8,0.2857142857142857
1653,12,0,6,0,12,6,1,0,1024,6,12,4.0,2,1,5,6,0,6,0.4
1654,12,0,8,4,12,12,1,0,1024,8,16,4.0,3,1,5,9,3,4,0.2857142857142857
1655,15,0,8,1,15,9,1,0,1024,8,16,4.0,3,1,6,6,8,2,0.2857142857142857
1656,10,0,13,1,10,14,1,0,1024,8,16,4.0,3,1,6,5,6,5,0.2857142857142857
1657,14,0,9,1,14,10,1,0,1024,8,16,4.0,2,1,5,7,4,5,0.2857142857142857
1658,13,0,12,2,13,14,1,0,1024,9,18,4.0,2,1,7,4,8,6,0.25
1659,19,0,6,5,19,11,1,0,1024,10,20,4.0,3,1,6,7,7,6,0.2222222222222222
1660,11,0,7,3,11,10,1,0,1024,7,14,4.0,3,1,5,8,3,3,0.3333333333333333
1661,13,0,11,6,13,17,1,0,1024,10,20,4.0,4,2,5,6,8,6,0.2222222222222222
1662,11,0,9,4,11,13,1,0,1024,8,16,4.0,2,1,6,7,5,4,0.2857142857142857
1663,16,0,10,1,16,11,1,0,1024,9,18,4.0,2,1,6,5,8,5,0.25
1664,9,0,6,3,9,9,1,0,1024,6,12,4.0,1,1,6,3,5,4,0.4
1665,9,0,10,2,9,12,1,0,1024,7,14,4.0,2,1,5,2,8,4,0.3333333333333333
1666,11,0,6,1,11,7,1,0,1024,6,12,4.0,1,1,6,3,3,6,0.4
1667,17,0,7,6,17,13,1,0,1024,10,20,4.0,1,2,5,7,7,6,0.2222222222222222
1668,13,0,10,7,13,17,1,0,1024,10,20,4.0,3,1,6,4,13,3,0.2222222222222222
1669,9,0,7,2,9,9,1,0,1024,6,12,4.0,2,1,5,6,5,1,0.4
1670,18,0,6,6,18,12,1,0,1024,10,20,4.0,3,1,8,7,8,5,0.2222222222222222
1671,17,0,8,2,17,10,1,0,1024,9,18,4.0,2,1,7,8,5,5,0.25
1672,11,0,5,5,11,10,1,0,1024,7,14,4.0,2,1,6,5,3,6,0.3333333333333333
1673,7,0,6,5,7,11,1,0,1024,6,12,4.0,2,1,5,3,3,6,0.4
1674,15,0,7,5,15,12,1,0,1024,9,18,4.0,3,1,7,7,4,7,0.25
1675,13,0,10,4,13,14,1,0,1024,9,18,4.0,3,1,7,6,5,7,0.25
1676,10,0,8,9,10,17,1,0,1024,9,18,4.0,2,1,8,7,1,10,0.25
1677,13,0,4,1,13,5,1,0,1024,6,12,4.0,1,1,6,6,3,3,0.4
1678,9,0,10,8,9,18,1,0,1024,9,18,4.0,2,2,6,7,6,5,0.25
1679,18,0,8,4,18,12,1,0,1024,10,20,4.0,4,1,7,5,8,7,0.2222222222222222
1680,9,0,7,5,9,12,1,0,1024,7,14,4.0,1,1,6,3,5,6,0.3333333333333333
1681,17,0,4,3,17,7,1,0,1024,8,16,4.0,2,1,5,6,3,7,0.2857142857142857
1682,16,0,13,1,16,14,1,0,1024,10,20,4.0,1,2,5,7,6,7,0.2222222222222222
1683,15,0,9,0,15,9,1,0,1024,8,16,4.0,2,1,6,4,7,5,0.2857142857142857
1684,12,0,6,3,12,9,1,0,1024,7,14,4.0,2,1,6,4,5,5,0.3333333333333333
1685,12,0,5,4,12,9,1,0,1024,7,14,4.0,2,2,5,4,2,8,0.3333333333333333
1686,12,0,13,5,12,18,1,0,1024,10,20,4.0,2,1,6,8,7,5,0.2222222222222222
1687,10,0,4,4,10,8,1,0,1024,6,12,4.0,1,1,6,5,2,5,0.4
1688,13,0,8,6,13,14,1,0,1024,9,18,4.0,2,1,7,9,4,5,0.25
1689,13,0,10,7,13,17,1,0,1024,10,20,4.0,3,1,7,8,8,4,0.2222222222222222
1690,7,0,8,12,7,20,1,0,1024,9,18,4.0,3,1,7,3,9,6,0.25
1691,14,0,10,6,14,16,1,0,1024,10,20,4.0,3,1,7,7,3,10,0.2222222222222222
1692,15,0,7,5,15,12,1,0,1024,9,18,4.0,2,1,7,4,7,7,0.25
1693,10,0,12,8,10,20,1,0,1024,10,20,4.0,3,2,6,6,8,6,0.2222222222222222
1694,10,0,4,4,10,8,1,0,1024,6,12,4.0,1,1,6,5,4,3,0.4
1695,12,0,12,3,12,15,1,0,1024,9,18,4.0,4,1,6,3,5,10,0.25
1696,11,0,10,3,11,13,1,0,1024,8,16,4.0,2,1,5,5,6,5,0.2857142857142857
1697,11,0,4,6,11,10,1,0,1024,7,14,4.0,1,1,6,4,6,4,0.3333333333333333
1698,13,0,8,9,13,17,1,0,1024,10,20,4.0,3,1,7,8,7,5,0.2222222222222222
1699,16,0,10,4,16,14,1,0,1024,10,20,4.0,4,1,6,5,9,6,0.2222222222222222
1700,14,0,6,7,14,13,1,0,1024,9,18,4.0,1,1,7,5,9,4,0.25
1701,16,0,6,5,16,11,1,0,1024,9,18,4.0,3,1,6,10,4,4,0.25
1702,5,0,11,8,5,19,1,0,1024,8,16,4.0,1,2,7,4,4,8,0.2857142857142857
1703,11,0,11,2,11,13,1,0,1024,8,16,4.0,2,1,6,4,8,4,0.2857142857142857
1704,12,0,11,7,12,18,1,0,1024,10,20,4.0,2,2,7,4,7,9,0.2222222222222222
1705,12,0,7,2,12,9,1,0,1024,7,14,4.0,1,1,7,4,5,5,0.3333333333333333
1706,7,0,12,2,7,14,1,0,1024,7,14,4.0,1,1,6,4,7,3,0.3333333333333333
1707,11,0,5,5,11,10,1,0,1024,7,14,4.0,2,1,5,8,2,4,0.3333333333333333
1708,15,0,8,4,15,12,1,0,1024,9,18,4.0,2,1,7,6,7,5,0.25
1709,10,0,7,4,10,11,1,0,1024,7,14,4.0,2,1,5,4,5,5,0.3333333333333333
1710,10,0,7,4,10,11,1,0,1024,7,14,4.0,1,1,6,2,6,6,0.3333333333333333
1711,14,0,9,4,14,13,1,0,1024,9,18,4.0,2,1,7,6,7,5,0.25
1712,10,0,11,3,10,14,1,0,1024,8,16,4.0,2,1,6,6,5,5,0.2857142857142857
1713,15,0,9,6,15,15,1,0,1024,10,20,4.0,2,1,7,7,8,5,0.2222222222222222
1714,7,0,9,5,7,14,1,0,1024,7,14,4.0,2,1,6,5,8,1,0.3333333333333333
1715,9,0,5,4,9,9,1,0,1024,6,12,4.0,2,1,5,2,4,6,0.4
1716,9,0,13,8,9,21,1,0,1024,10,20,4.0,4,1,6,8,10,2,0.2222222222222222
1717,14,0,12,4,14,16,1,0,1024,10,20,4.0,2,2,5,7,4,9,0.2222222222222222
1718,19,0,8,3,19,11,1,0,1024,10,20,4.0,2,2,6,8,9,3,0.2222222222222222
1719,14,0,11,5,14,16,1,0,1024,10,20,4.0,1,1,6,7,6,7,0.2222222222222222
1720,14,0,10,3,14,13,1,0,1024,9,18,4.0,1,1,7,5,7,6,0.25
1721,16,0,11,3,16,14,1,0,1024,10,20,4.0,2,1,7,7,7,6,0.2222222222222222
1722,12,0,5,4,12,9,1,0,1024,7,14,4.0,1,1,6,3,7,4,0.3333333333333333
1723,10,0,10,1,10,11,1,0,1024,7,14,4.0,1,1,5,5,4,5,0.3333333333333333
1724,12,0,11,7,12,18,1,0,1024,10,20,4.0,3,1,6,5,8,7,0.2222222222222222
1725,14,0,11,5,14,16,1,0,1024,10,20,4.0,2,3,7,5,9,6,0.2222222222222222
1726,7,0,8,6,7,14,1,0,1024,7,14,4.0,2,1,5,6,4,4,0.3333333333333333
1727,9,0,8,1,9,9,1,0,1024,6,12,4.0,1,1,6,2,7,3,0.4
1728,19,0,7,4,19,11,1,0,1024,10,20,4.0,2,1,7,4,9,7,0.2222222222222222
1729,17,0,5,5,17,10,1,0,1024,9,18,4.0,2,2,5,4,6,8,0.25
1730,16,0,11,3,16,14,1,0,1024,10,20,4.0,3,1,6,10,6,4,0.2222222222222222
1731,11,0,4,6,11,10,1,0,1024,7,14,4.0,2,1,6,2,3,9,0.3333333333333333
1732,8,0,8,2,8,10,1,0,1024,6,12,4.0,1,1,6,3,1,8,0.4
1733,10,0,10,7,10,17,1,0,1024,9,18,4.0,4,2,5,4,7,7,0.25
1734,8,0,15,7,8,22,1,0,1024,10,20,4.0,2,1,9,9,6,5,0.2222222222222222
1735,10,0,9,8,10,17,1,0,1024,9,18,4.0,2,1,7,5,6,7,0.25
1736,18,0,7,5,18,12,1,0,1024,10,20,4.0,3,2,5,10,7,3,0.2222222222222222
1737,16,0,3,5,16,8,1,0,1024,8,16,4.0,3,1,5,3,6,7,0.2857142857142857
1738,14,0,8,5,14,13,1,0,1024,9,18,4.0,1,2,5,6,7,5,0.25
1739,12,0,3,3,12,6,1,0,1024,6,12,4.0,1,1,5,4,6,2,0.4
1740,18,0,10,2,18,12,1,0,1024,10,20,4.0,3,1,5,8,4,8,0.2222222222222222
1741,12,0,5,1,12,6,1,0,1024,6,12,4.0,1,1,6,3,4,5,0.4
1742,15,0,8,4,15,12,1,0,1024,9,18,4.0,2,1,5,7,8,3,0.25
1743,10,0,8,6,10,14,1,0,1024,8,16,4.0,2,1,7,8,3,5,0.2857142857142857
1744,11,0,8,2,11,10,1,0,1024,7,14,4.0,1,1,7,4,4,6,0.3333333333333333
1745,10,0,8,3,10,11,1,0,1024,7,14,4.0,2,1,5,7,5,2,0.3333333333333333
1746,9,0,11,4,9,15,1,0,1024,8,16,4.0,2,2,5,5,3,8,0.2857142857142857
1747,12,0,9,3,12,12,1,0,1024,8,16,4.0,2,1,6,8,1,7,0.2857142857142857
1748,10,0,9,2,10,11,1,0,1024,7,14,4.0,2,1,5,4,6,4,0.3333333333333333
1749,13,0,8,3,13,11,1,0,1024,8,16,4.0,1,2,6,9,3,4,0.2857142857142857
1750,9,0,7,5,9,12,1,0,1024,7,14,4.0,2,1,6,5,6,3,0.3333333333333333
1751,13,0,3,2,13,5,1,0,1024,6,12,4.0,1,1,6,2,6,4,0.4
1752,6,0,12,6,6,18,1,0,1024,8,16,4.0,2,1,6,6,6,4,0.2857142857142857
1753,10,0,5,3,10,8,1,0,1024,6,12,4.0,1,1,6,3,1,8,0.4
1754,10,0,5,3,10,8,1,0,1024,6,12,4.0,2,1,5,4,3,5,0.4
1755,15,0,7,5,15,12,1,0,1024,9,18,4.0,3,1,5,7,6,5,0.25
1756,10,0,10,4,10,14,1,0,1024,8,16,4.0,2,1,6,5,5,6,0.2857142857142857
1757,6,0,6,6,6,12,1,0,1024,6,12,4.0,2,1,5,3,5,4,0.4
1758,17,0,10,3,17,13,1,0,1024,10,20,4.0,3,2,5,8,10,2,0.2222222222222222
1759,13,0,6,2,13,8,1,0,1024,7,14,4.0,1,2,5,4,6,4,0.3333333333333333
1760,19,0,6,5,19,11,1,0,1024,10,20,4.0,2,1,7,3,8,9,0.2222222222222222
1761,16,0,7,4,16,11,1,0,1024,9,18,4.0,4,1,5,6,5,7,0.25
1762,15,0,7,2,15,9,1,0,1024,8,16,4.0,2,1,6,5,5,6,0.2857142857142857
1763,12,0,6,9,12,15,1,0,1024,9,18,4.0,2,2,6,9,4,5,0.25
1764,10,0,7,4,10,11,1,0,1024,7,14,4.0,2,1,6,6,4,4,0.3333333333333333
1765,13,0,12,5,13,17,1,0,1024,10,20,4.0,3,1,8,4,6,10,0.2222222222222222
1766,9,0,9,3,9,12,1,0,1024,7,14,4.0,1,1,7,3,3,8,0.3333333333333333
1767,13,0,8,3,13,11,1,0,1024,8,16,4.0,1,1,7,4,5,7,0.2857142857142857
1768,11,0,10,9,11,19,1,0,1024,10,20,4.0,2,2,5,7,4,9,0.2222222222222222
1769,11,0,8,5,11,13,1,0,1024,8,16,4.0,1,2,5,3,8,5,0.2857142857142857
1770,9,0,14,7,9,21,1,0,1024,10,20,4.0,4,1,6,5,10,5,0.2222222222222222
1771,21,0,4,2,21,6,1,0,1024,9,18,4.0,2,2,6,4,7,7,0.25
1772,15,0,10,2,15,12,1,0,1024,9,18,4.0,2,1,5,3,5,10,0.25
1773,9,0,9,6,9,15,1,0,1024,8,16,4.0,2,2,6,3,9,4,0.2857142857142857
1774,12,0,14,4,12,18,1,0,1024,10,20,4.0,2,2,6,5,7,8,0.2222222222222222
1775,16,0,7,7,16,14,1,0,1024,10,20,4.0,2,1,7,7,8,5,0.2222222222222222
1776,11,0,6,7,11,13,1,0,1024,8,16,4.0,2,1,6,3,9,4,0.2857142857142857
1777,13,0,4,7,13,11,1,0,1024,8,16,4.0,3,2,4,1,6,9,0.2857142857142857
1778,13,0,10,7,13,17,1,0,1024,10,20,4.0,1,1,7,9,9,2,0.2222222222222222
1779,14,0,9,7,14,16,1,0,1024,10,20,4.0,3,1,6,8,7,5,0.2222222222222222
1780,20,0,4,3,20,7,1,0,1024,9,18,4.0,4,1,5,4,6,8,0.25
1781,16,0,9,2,16,11,1,0,1024,9,18,4.0,1,1,7,3,7,8,0.25
